Incidente;Fecha;Departamento;Zona;Clase de sitio;Arma empleada;Edad;Sexo;Estado civil;Clase de empleado
6155;15/04/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;FEMENINO;UNION LIBRE;AMA DE CASA
7764;14/05/2014;RISARALDA;URBANA;CASA EN CONJUNTO CERRADO;ARMA DE FUEGO;60;MASCULINO;CASADO;COMERCIANTE
15118;17/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;36;FEMENINO;SOLTERO;INDEPENDIENTE
1217;20/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;42;MASCULINO;UNION LIBRE;INDEPENDIENTE
1320;21/01/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;30;FEMENINO;CASADO;COMERCIANTE
14537;08/09/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;40;MASCULINO;UNION LIBRE;COMERCIANTE
4607;18/03/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;48;MASCULINO;SEPARADO;EMPLEADO PARTICULAR
5407;02/04/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;25;FEMENINO;UNION LIBRE;INDEPENDIENTE
2162;05/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;55;FEMENINO;UNION LIBRE;AMA DE CASA
10594;05/07/2014;NARIÑO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;63;FEMENINO;CASADO;AMA DE CASA
11677;24/07/2014;MAGDALENA;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;CONTUNDENTES;23;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
7532;10/05/2014;HUILA;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;28;MASCULINO;UNION LIBRE;INDEPENDIENTE
1524;25/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;26;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
3941;06/03/2014;META;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;MASCULINO;CASADO;INDEPENDIENTE
63;01/01/2014;NARIÑO;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;32;FEMENINO;UNION LIBRE;COMERCIANTE
15305;20/09/2014;ATLÁNTICO;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;33;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
2559;11/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;76;FEMENINO;CASADO;INDEPENDIENTE
4890;23/03/2014;CESAR;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;61;FEMENINO;CASADO;EMPLEADO PARTICULAR
11744;26/07/2014;ATLÁNTICO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;52;FEMENINO;SEPARADO;INDEPENDIENTE
4088;09/03/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;51;MASCULINO;SEPARADO;EMPLEADO PARTICULAR
4473;16/03/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;56;MASCULINO;SEPARADO;INDEPENDIENTE
7727;14/05/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;51;MASCULINO;CASADO;EMPLEADO PARTICULAR
20603;29/12/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;45;MASCULINO;CASADO;EMPLEADO PUBLICO
15739;27/09/2014;CAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;36;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
9468;14/06/2014;BOYACÁ;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;28;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
3517;27/02/2014;CALDAS;URBANA;CASAS DE HABITACION;CONTUNDENTES;18;FEMENINO;SOLTERO;ESTUDIANTE
12358;06/08/2014;CAUCA;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;33;MASCULINO;CASADO;EMPLEADO PARTICULAR
15269;19/09/2014;HUILA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;22;FEMENINO;SOLTERO;ESTUDIANTE
19115;29/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;54;FEMENINO;SEPARADO;EMPLEADO PARTICULAR
5910;11/04/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;51;FEMENINO;UNION LIBRE;INDEPENDIENTE
20717;31/12/2014;HUILA;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;74;FEMENINO;VIUDO;AMA DE CASA
9383;12/06/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;41;MASCULINO;UNION LIBRE;INDEPENDIENTE
5974;12/04/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;77;MASCULINO;SOLTERO;COMERCIANTE
2711;13/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;37;FEMENINO;CASADO;INDEPENDIENTE
15253;19/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;18;FEMENINO;SOLTERO;ESTUDIANTE
17288;23/10/2014;META;RURAL;CASAS DE HABITACION;CONTUNDENTES;31;FEMENINO;UNION LIBRE;INDEPENDIENTE
8604;28/05/2014;SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;71;MASCULINO;CASADO;COMERCIANTE
2094;04/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;56;FEMENINO;UNION LIBRE;AMA DE CASA
15967;30/09/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;68;MASCULINO;UNION LIBRE;COMERCIANTE
3949;06/03/2014;QUINDÍO;URBANA;FINCAS Y SIMILARES;ARMA DE FUEGO;27;MASCULINO;SOLTERO;AGRICULTOR
9951;23/06/2014;SUCRE;URBANA;CASAS DE HABITACION;CONTUNDENTES;42;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
15189;18/09/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;23;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
12855;13/08/2014;SAN ANDRÉS;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;51;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
8815;01/06/2014;QUINDÍO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;34;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
8920;03/06/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;33;MASCULINO;UNION LIBRE;INDEPENDIENTE
692;11/01/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;52;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8256;22/05/2014;RISARALDA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;39;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
605;10/01/2014;MAGDALENA;URBANA;VIAS PUBLICAS;CONTUNDENTES;30;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
13932;31/08/2014;NORTE DE SANTANDER;URBANA;VIAS PUBLICAS;CONTUNDENTES;44;FEMENINO;SOLTERO;AMA DE CASA
13707;27/08/2014;RISARALDA;URBANA;CASAS DE HABITACION;ESCOPOLAMINA;27;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
7983;18/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;46;MASCULINO;SOLTERO;EDUCADOR
18411;14/11/2014;CUNDINAMARCA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;37;FEMENINO;CASADO;COMERCIANTE
3516;27/02/2014;BOYACÁ;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;48;MASCULINO;CASADO;INDEPENDIENTE
6773;27/04/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;18;FEMENINO;UNION LIBRE;DESEMPLEADO
1756;29/01/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;47;MASCULINO;UNION LIBRE;INDEPENDIENTE
9426;13/06/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;59;MASCULINO;SOLTERO;RELIGIOSO
4458;16/03/2014;ATLÁNTICO;URBANA;APARTAMENTO;CONTUNDENTES;29;FEMENINO;SOLTERO;INDEPENDIENTE
12686;11/08/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;25;MASCULINO;SOLTERO;INDEPENDIENTE
9407;12/06/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
10905;10/07/2014;SUCRE;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
17926;05/11/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;39;MASCULINO;UNION LIBRE;INDEPENDIENTE
9314;11/06/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;CONTUNDENTES;36;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
586;10/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;29;FEMENINO;SOLTERO;INDEPENDIENTE
1657;27/01/2014;RISARALDA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;69;FEMENINO;SOLTERO;AGRICULTOR
13438;22/08/2014;VALLE;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;28;MASCULINO;SOLTERO;ESTUDIANTE
5297;31/03/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;32;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
16867;15/10/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;76;FEMENINO;VIUDO;AMA DE CASA
16472;08/10/2014;VALLE;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;38;MASCULINO;CASADO;INDEPENDIENTE
3892;05/03/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;48;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
16494;09/10/2014;CAUCA;URBANA;VIAS PUBLICAS;CONTUNDENTES;46;MASCULINO;SOLTERO;INDEPENDIENTE
10381;01/07/2014;SUCRE;URBANA;COLEGIOS, ESCUELAS;CONTUNDENTES;43;MASCULINO;CASADO;EMPLEADO PARTICULAR
6936;30/04/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;26;FEMENINO;SOLTERO;INDEPENDIENTE
9079;06/06/2014;QUINDÍO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;39;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
2527;10/02/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;65;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
15733;27/09/2014;CAUCA;RURAL;CASAS DE HABITACION;CONTUNDENTES;29;MASCULINO;SOLTERO;AGRICULTOR
16095;02/10/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;50;FEMENINO;UNION LIBRE;INDEPENDIENTE
9799;21/06/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;33;FEMENINO;UNION LIBRE;AMA DE CASA
4755;20/03/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;26;FEMENINO;CASADO;EMPLEADO SALUD
14864;13/09/2014;NARIÑO;URBANA;APARTAMENTO;CONTUNDENTES;24;MASCULINO;SOLTERO;ESTUDIANTE
18145;09/11/2014;ATLÁNTICO;URBANA;APARTAMENTO;CONTUNDENTES;49;MASCULINO;CASADO;INDEPENDIENTE
3630;01/03/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;56;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8268;22/05/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;31;FEMENINO;DIVORCIADO;EMPLEADO PARTICULAR
4482;16/03/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;35;FEMENINO;UNION LIBRE;INDEPENDIENTE
15567;24/09/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;26;FEMENINO;CASADO;AMA DE CASA
3305;23/02/2014;MAGDALENA;URBANA;APARTAMENTO;CONTUNDENTES;41;MASCULINO;SOLTERO;EMPLEADO PUBLICO
9690;18/06/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;44;MASCULINO;CASADO;EMPLEADO PARTICULAR
706;12/01/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;40;FEMENINO;CASADO;AMA DE CASA
1322;22/01/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;49;MASCULINO;CASADO;EMPLEADO PARTICULAR
4560;17/03/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;77;FEMENINO;SOLTERO;AMA DE CASA
15993;01/10/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;56;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
7176;04/05/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;72;MASCULINO;CASADO;EMPLEADO PARTICULAR
6011;13/04/2014;ATLÁNTICO;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;44;MASCULINO;CASADO;EMPLEADO PARTICULAR
14473;07/09/2014;SANTANDER;URBANA;CASAS DE HABITACION;CORTANTES;26;FEMENINO;VIUDO;INDEPENDIENTE
19656;10/12/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;MASCULINO;SOLTERO;INDEPENDIENTE
12151;02/08/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;51;MASCULINO;CASADO;INDEPENDIENTE
2737;13/02/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;76;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
15904;30/09/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;17;MASCULINO;SOLTERO;ESTUDIANTE
6563;23/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;52;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
15716;26/09/2014;VALLE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;27;MASCULINO;CASADO;EMPLEADO PARTICULAR
8956;04/06/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;39;MASCULINO;CASADO;EMPLEADO PARTICULAR
11706;25/07/2014;CÓRDOBA;URBANA;VIAS PUBLICAS;CONTUNDENTES;28;FEMENINO;CASADO;EMPLEADO PARTICULAR
13581;25/08/2014;META;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;42;FEMENINO;CASADO;COMERCIANTE
2706;13/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;40;MASCULINO;UNION LIBRE;INDEPENDIENTE
2780;14/02/2014;MAGDALENA;URBANA;CASAS DE HABITACION;CONTUNDENTES;34;MASCULINO;CASADO;EMPLEADO PARTICULAR
17284;23/10/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
10444;02/07/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
2158;05/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;21;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
4652;19/03/2014;BOYACÁ;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;39;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
12610;10/08/2014;CALDAS;URBANA;APARTAMENTO;CONTUNDENTES;62;FEMENINO;DIVORCIADO;AMA DE CASA
18388;14/11/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;54;MASCULINO;CASADO;INDEPENDIENTE
20003;17/12/2014;CAUCA;URBANA;CASAS DE HABITACION;CORTANTES;41;MASCULINO;CASADO;INDEPENDIENTE
6937;30/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA DE FUEGO;65;MASCULINO;CASADO;EMPLEADO PARTICULAR
13051;16/08/2014;META;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;62;MASCULINO;DIVORCIADO;INDEPENDIENTE
14911;14/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;39;MASCULINO;SOLTERO;DESEMPLEADO
3379;24/02/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;FEMENINO;CASADO;EMPLEADO PARTICULAR
3902;06/03/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;76;MASCULINO;SOLTERO;PENSIONADO
20117;19/12/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;40;FEMENINO;CASADO;INDEPENDIENTE
18373;13/11/2014;SANTANDER;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;60;MASCULINO;CASADO;INDEPENDIENTE
19304;03/12/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;25;FEMENINO;CASADO;EMPLEADO PARTICULAR
12355;06/08/2014;CAUCA;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;17;MASCULINO;SOLTERO;INDEPENDIENTE
886;14/01/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;89;MASCULINO;SOLTERO;PENSIONADO
11620;23/07/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;46;MASCULINO;SOLTERO;INDEPENDIENTE
12226;03/08/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;47;MASCULINO;CASADO;INDEPENDIENTE
301;05/01/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;29;FEMENINO;SOLTERO;INDEPENDIENTE
20436;25/12/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;42;MASCULINO;UNION LIBRE;INDEPENDIENTE
12219;03/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;29;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
3587;28/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;73;FEMENINO;VIUDO;INDEPENDIENTE
11735;25/07/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;39;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
3501;26/02/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;25;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
15796;27/09/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;40;MASCULINO;SOLTERO;INDEPENDIENTE
19900;14/12/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;61;FEMENINO;CASADO;EMPLEADO PARTICULAR
6064;14/04/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;CORTANTES;28;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
13490;24/08/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;CONTUNDENTES;50;MASCULINO;CASADO;PENSIONADO
6235;17/04/2014;CESAR;URBANA;CASAS DE APUESTAS;SIN EMPLEO DE ARMAS;51;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
11767;26/07/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;27;MASCULINO;UNION LIBRE;NO REPORTA
1273;21/01/2014;CALDAS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;53;MASCULINO;UNION LIBRE;COMERCIANTE
13112;17/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;25;FEMENINO;UNION LIBRE;AMA DE CASA
987;16/01/2014;RISARALDA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;42;FEMENINO;UNION LIBRE;AMA DE CASA
11200;16/07/2014;ANTIOQUIA;URBANA;CASAS DE APUESTAS;ARMA DE FUEGO;25;FEMENINO;CASADO;AMA DE CASA
14893;14/09/2014;CASANARE;URBANA;VIAS PUBLICAS;CONTUNDENTES;48;MASCULINO;UNION LIBRE;INDEPENDIENTE
13027;16/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;60;MASCULINO;SOLTERO;DESEMPLEADO
5827;09/04/2014;RISARALDA;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;40;MASCULINO;CASADO;INDEPENDIENTE
4969;24/03/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;46;MASCULINO;CASADO;EMPLEADO PARTICULAR
7190;04/05/2014;VALLE;URBANA;APARTAMENTO;CONTUNDENTES;47;FEMENINO;DIVORCIADO;EMPLEADO PARTICULAR
12449;07/08/2014;MAGDALENA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;34;FEMENINO;SOLTERO;AMA DE CASA
14774;12/09/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
3235;22/02/2014;GUAJIRA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;39;MASCULINO;UNION LIBRE;COMERCIANTE
5200;28/03/2014;VALLE;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;79;FEMENINO;CASADO;COMERCIANTE
19392;05/12/2014;BOYACÁ;RURAL;CASAS DE HABITACION;CONTUNDENTES;30;FEMENINO;CASADO;AMA DE CASA
10177;28/06/2014;NARIÑO;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;40;FEMENINO;CASADO;EMPLEADO PARTICULAR
15350;20/09/2014;MAGDALENA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;59;MASCULINO;CASADO;INDEPENDIENTE
6106;14/04/2014;SUCRE;URBANA;CASAS DE HABITACION;CONTUNDENTES;30;FEMENINO;UNION LIBRE;EMPLEADO POLICIAL
14813;12/09/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;42;FEMENINO;UNION LIBRE;AMA DE CASA
3719;02/03/2014;SANTANDER;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;27;FEMENINO;SOLTERO;COMERCIANTE
5665;06/04/2014;GUAJIRA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;39;MASCULINO;UNION LIBRE;COMERCIANTE
11791;26/07/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;36;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
8122;20/05/2014;GUAVIARE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;46;FEMENINO;UNION LIBRE;AMA DE CASA
9983;24/06/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;21;FEMENINO;UNION LIBRE;NO REPORTA
509;09/01/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;37;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
2278;07/02/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;48;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
2846;15/02/2014;QUINDÍO;URBANA;APARTAMENTO;CONTUNDENTES;50;MASCULINO;DIVORCIADO;INDEPENDIENTE
1470;24/01/2014;CUNDINAMARCA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;36;FEMENINO;CASADO;INDEPENDIENTE
14948;15/09/2014;CAQUETÁ;URBANA;VIAS PUBLICAS;CONTUNDENTES;42;MASCULINO;UNION LIBRE;INDEPENDIENTE
3217;22/02/2014;BOLÍVAR;RURAL;CASAS DE HABITACION;CONTUNDENTES;29;FEMENINO;UNION LIBRE;AMA DE CASA
400;07/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;23;MASCULINO;SOLTERO;INDEPENDIENTE
4527;17/03/2014;CESAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;23;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
13333;21/08/2014;CASANARE;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;54;FEMENINO;UNION LIBRE;INDEPENDIENTE
4984;25/03/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;43;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
5952;11/04/2014;SUCRE;URBANA;TIENDA;SIN EMPLEO DE ARMAS;24;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
5933;11/04/2014;META;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;28;FEMENINO;SOLTERO;INDEPENDIENTE
13840;30/08/2014;ARAUCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;34;FEMENINO;UNION LIBRE;AMA DE CASA
19962;16/12/2014;CASANARE;URBANA;PERIMETRO URBANO;SIN EMPLEO DE ARMAS;25;FEMENINO;UNION LIBRE;INDEPENDIENTE
17962;06/11/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;FEMENINO;SOLTERO;COMERCIANTE
6838;28/04/2014;HUILA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;68;FEMENINO;UNION LIBRE;AMA DE CASA
9554;16/06/2014;CASANARE;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;42;MASCULINO;CASADO;INDEPENDIENTE
1511;25/01/2014;CESAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;20;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
9827;21/06/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;37;MASCULINO;SOLTERO;EMPLEADO PUBLICO
10575;05/07/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;CONTUNDENTES;43;FEMENINO;UNION LIBRE;INDEPENDIENTE
19731;12/12/2014;ANTIOQUIA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;59;MASCULINO;CASADO;AGRICULTOR
17006;18/10/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;48;MASCULINO;CASADO;EMPLEADO PARTICULAR
17098;19/10/2014;TOLIMA;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;29;FEMENINO;UNION LIBRE;AMA DE CASA
